motif	si-Ctrl-1	si-Ctrl-2	si-eIF5A-1	si-eIF5A-2
KKK	0.014073632867035751	0.017019917948072425	0.010466105994903795	0.011767881845803295
KKK	0.0012040525827733855	0.0005532011764955357	0.0001023601126414665	0.00014004611244771608
KKK	0.0007902820836317637	0.0011934929043556344	0.0018978097701498123	0.001324228473787639
KKK	0.012473322162958227	0.014474947952836228	0.011425941419945062	0.010994883920955269
KKK	0.0010655944765457534	0.0004932897208904949	0.00019045429611298068	0.0003075048609773647
KKK	0.0009675388052218413	0.0010059813862397294	0.001851787506930197	0.00146908012220175
KKK	0.013528637616401001	0.015588921545612915	0.01134179918615929	0.01274005055704424
KKK	0.0011695784026259292	0.0006360797133636252	0.00015292173699610573	0.0002769208517658961
KKK	0.0010164867843375682	0.0017746591771490954	0.0020367988016406235	0.0018371132936739543
KKK	0.011446662487077545	0.013664555038073485	0.010353513623866445	0.011296706926138338
KKK	0.0002551192873494952	0.0001800678527013871	4.618270763301908e-05	3.818990320787551e-05
KKK	0.000867454491735388	0.001246040837080272	0.0015283570467780963	0.0014954749049552625
KKK	0.009862879004970876	0.011407118744490513	0.005753592272990062	0.0076355422162575765
KKK	0.00024338785400781555	0.0001535066867651012	0.000217105018014982	2.4658964777649802e-05
KKK	0.0010587111754498007	0.0016422907347199323	0.0018828025741237763	0.0019093746850923866
KKK	0.009298602725495516	0.009732855755428432	0.004846039781908919	0.006325100138898482
KKK	0.00016198568303167263	3.539233057638581e-05	4.6309816622904186e-05	7.670239843573721e-05
KKK	0.0006261412765034139	0.0012052576645547792	0.0016257470918655233	0.0011268293452732013
KKK	0.009389146575171559	0.0108001031353888	0.005699318011133329	0.006708367304550864
KKK	0.0006416310754959421	0.0003041939259724969	0.00014217695233159603	0.0001539011640766145
KKK	0.0005795007207519829	0.0012327344136697585	0.0012428486372612006	0.000904299230687153
KKK	0.009324312289024108	0.011083093048281215	0.004470480561865343	0.004088994602095898
KKK	0.000818113585371013	0.00018946137705430676	8.988821285452471e-05	3.2703317141172544e-05
KKK	0.0005429376570672568	0.0007373071303738037	0.0002238282700825639	0.0006057652956512236
KKK	0.01462885545438043	0.01642750672191599	0.004006927063055976	0.003974658224045169
KKK	0.0009918095973043407	0.00043421524782604067	0.00013365555066959992	5.45287523422497e-05
KKK	0.0010852894326280858	0.0021959619501707816	0.000758167672726486	0.0005318137928685111
KKK	0.027817230870981726	0.03664855476487289	0.007617091452052814	0.0061364552045612055
KKK	0.0020938086065291055	0.0011501402172288074	0.00038904735790045987	0.000566179094055973
KKK	0.0008002854153590273	0.0010363679881706823	0.0004943546166727708	0.0003958077609319177
KKK	0.013086514279942712	0.01657336766573593	0.0036290634732859994	0.0031573741365114247
KKK	0.0010470245337458944	0.0005300437067003846	0.00017791430707345455	0.0003774942594228081
KKK	0.0006516722333091116	0.00105144167618185	0.0008589208348720329	0.0008124217938857694
KKK	0.008845315541872864	0.011369196631923907	0.006125082290965539	0.005350395995424515
KKK	0.001009060558551685	0.0003778058564614981	0.0001603297681003254	0.00038739853504305165
KKK	0.0007492322545339925	0.0007282448954193734	0.001076752344308653	0.0007659315648518536
KKK	0.008103778951125242	0.00846364110284621	0.007514148336443059	0.006815184862689822
KKK	0.000770409735439293	0.0003685848648440882	9.950120970895884e-05	0.00011682886352998326
KKK	0.0006899295703923217	0.000734814204980538	0.001382607191883905	0.0007315663743737809
KKK	0.008626785837178215	0.009172242628625598	0.009333925572511937	0.0079391569346377
KKK	0.0007484523995269401	0.00038460810306517807	0.00017008143452406133	8.262186304452728e-05
KKK	0.0007993532005761374	0.0012078350379312222	0.0016124862717659721	0.0013930737275239388
KKK	0.013464062288089046	0.015547572053968669	0.013531436781960504	0.012921834260134886
KKK	0.0011412611661738216	0.00026086456924410235	0.00022492947258792755	0.00010101646366506309
KKK	0.0007536906395803598	0.0011186237626185421	0.0010991794944807515	0.0011732569485607427
KKK	0.012297632186218092	0.014425602478634583	0.012362184000016211	0.011870657856155237
KKK	0.0014402590727292516	0.0006471328307628737	0.00011656441704549347	0.00019624328233679722
KKK	0.0008355778114383362	0.000869034289687008	0.001227305782548662	0.0010886632658015333
KKK	0.01329082983303631	0.015620911884188004	0.012385577662616352	0.01197940570981922
KKK	0.001303420319773653	0.0004311620265942189	0.00013725679096838938	0.0002758385709913746
KKK	0.0006286697641662781	0.0011167032986486617	0.0011661311819078286	0.0011763247306087183
KKK	0.013436201784714672	0.015828334020051432	0.012385820332318843	0.011062125048192676
KKK	0.0013370639009510337	0.00043104535649677624	0.00030041804667597965	0.00030524265288393854
KKK	0.0008515945899459958	0.0013610101592849509	0.0018783978562191006	0.0011964626440474444
KKK	0.016743082559332337	0.02119556788778526	0.013603292084435515	0.013806232376770837
KKK	0.0009538692440460303	0.0005389486578230916	0.00031026530000592543	0.0011444011459069074
KKK	0.0007792303005052704	0.001466382240334503	0.0014842606481708538	0.0014628139375609658
KKK	0.013406407080421024	0.016254452308080838	0.010312298903179628	0.011407641162793185
KKK	0.000962785989301868	0.00047762738026898053	0.0003081889587623903	0.00023785604103835316
KKK	0.0013092640111839508	0.0013394684183199131	0.004025235698056387	0.002186603312348769
KKK	0.015941386061365033	0.01581050061342087	0.03154150952253362	0.0293492893594789
KKK	0.0013971766820812994	0.0005280296974652992	0.00021360015360239975	0.00021095965831445052
KKK	0.000740347050386827	0.0008022164941659806	0.0013347067129963403	0.0009769727392508999
KKK	0.012946497383473369	0.013461200703602126	0.011091087346010699	0.009947865819582388
KKK	0.0009812627579885592	0.00035968859289032314	0.0004098912043881055	0.00039198147980603
KKK	0.0007100895459780053	0.0010872301341785717	0.0014858363201883367	0.0010012739584581848
KKK	0.016776720212399114	0.016733075116864234	0.012754859907800377	0.013051008186305623
KKK	0.001392775501874659	0.0005691549865458765	0.00017768189481895194	0.0005368084681352573
KKK	0.0008235396434109279	0.0013261903142420095	0.0021585535593676157	0.0013467179072622494
KKK	0.015587739944475218	0.015494465286577339	0.010809519787210063	0.011335312328202445
KKK	0.000939913504604673	0.00035488182937132474	0.00012824743188497934	0.00025541254153986547
KKK	0.0007574619514675641	0.0010858796041288712	0.0011861066289264239	0.0008893704809324704
KKK	0.011822743060760805	0.013427577714014314	0.00965410780300803	0.010450260539368546
KKK	0.0009536272805372025	0.00035225216130805735	0.00010422794426967993	0.00015281499103307462
KKK	0.0005916440948310242	0.0009672086620015464	0.00168641157876705	0.001190799639846757
