7127
YDR005C	MAF1	protein_coding
YDR423C	CAD1	protein_coding
YDR017C	KCS1	protein_coding
YDR419W	RAD30	protein_coding
YDR444W	YDR444W	protein_coding
YDR341C	YDR341C	protein_coding
YDR154C	YDR154C	protein_coding
YDR464W	SPP41	protein_coding
YDR132C	YDR132C	protein_coding
YDL210W	UGA4	protein_coding
YDR395W	SXM1	protein_coding
YDL222C	FMP45	protein_coding
YDR372C	VPS74	protein_coding
YDR325W	YCG1	protein_coding
YDR216W	ADR1	protein_coding
YDR082W	STN1	protein_coding
YDL224C	WHI4	protein_coding
YDR498C	SEC20	protein_coding
YDR010C	YDR010C	protein_coding
YDR006C	SOK1	protein_coding
YDR182W	CDC1	protein_coding
YDL102W	POL3	protein_coding
YDL179W	PCL9	protein_coding
YDL067C	COX9	protein_coding
YDR030C	RAD28	protein_coding
YDR020C	DAS2	protein_coding
YDR527W	RBA50	protein_coding
YDR333C	RQC1	protein_coding
YDL093W	PMT5	protein_coding
YDL043C	PRP11	protein_coding
YDR139C	RUB1	protein_coding
YDR322C-A	TIM11	protein_coding
YDL130W-A	STF1	protein_coding
YDR210W	YDR210W	protein_coding
YDR260C	SWM1	protein_coding
YDL017W	CDC7	protein_coding
YDR073W	SNF11	protein_coding
YDL069C	CBS1	protein_coding
YDR455C	YDR455C	protein_coding
YDR461W	MFA1	protein_coding
YDR435C	PPM1	protein_coding
YDL063C	SYO1	protein_coding
YDR121W	DPB4	protein_coding
YDR178W	SDH4	protein_coding
YDL013W	SLX5	protein_coding
YDR534C	FIT1	protein_coding
YDR392W	SPT3	protein_coding
YDR034C-A	YDR034C-A	protein_coding
YDL132W	CDC53	protein_coding
YDR535C	YDR535C	protein_coding
YDR202C	RAV2	protein_coding
YDL050C	YDL050C	protein_coding
YDR524C-A	YDR524C-A	protein_coding
